cluster_num,cluster_tag,type,slug,parent_pilier_slug,title,meta_title,meta_description,excerpt,tags,file,prompts_file,links_to_resolve,images_to_resolve
15,cluster-chiot-alimentation,PILIER,alimentation-chiot-guide-complet,,Alimentation du chiot : le guide complet (0-12 mois),Alimentation du chiot : le guide complet (0-12 mois),"Combien de repas, quelles quantités, quels aliments : le guide complet pour bien nourrir votre chiot de l'adoption à ses 1 an, sans erreur.","Bien nourrir son chiot, c'est poser les bases de toute sa vie d'adulte. Rythme des repas, quantités, choix des aliments, pièges à éviter : le guide de référence, étape par étape.","cluster-chiot-alimentation, chiot, pilier",articles/cluster-15-chiot-alimentation/alimentation-chiot-guide-complet.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,17,2
15,cluster-chiot-alimentation,SAT12,alimentation-chiot-grande-race,alimentation-chiot-guide-complet,Nourrir un chiot de grande race : croissance maîtrisée,Chiot de grande race : bien gérer sa croissance alimentaire,"Un chiot de grande race ne se nourrit pas comme un petit : croissance lente, calcium, quantités. Les clés pour préserver ses articulations.","Chez un chiot de grande race, une croissance trop rapide abîme les articulations à vie. Pourquoi et comment « freiner » sa croissance par une alimentation adaptée.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/alimentation-chiot-grande-race.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT09,aliments-dangereux-chiot,alimentation-chiot-guide-complet,Les aliments interdits et dangereux pour un chiot,Aliments dangereux pour un chiot : la liste à connaître,"Chocolat, raisin, oignon, os cuits… La liste des aliments interdits et toxiques pour un chiot, et les réflexes en cas d'ingestion.","Certains aliments du quotidien sont toxiques, parfois mortels, pour un chiot. La liste à connaître par cœur et les bons réflexes en cas d'ingestion accidentelle.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/aliments-dangereux-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT03,chiot-glouton-toujours-faim,alimentation-chiot-guide-complet,"Chiot glouton, toujours affamé : que faire ?",Chiot glouton toujours affamé : comprendre et gérer,"Votre chiot semble toujours affamé et quémande sans cesse ? Distinguez vraie faim et gourmandise, et apaisez son rapport à la nourriture.","Un chiot qui a « toujours faim » n'est pas forcément mal nourri. Comment distinguer la vraie faim du réflexe de gourmandise, et apaiser son rapport à la nourriture.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/chiot-glouton-toujours-faim.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,4,2
15,cluster-chiot-alimentation,SAT01,chiot-mange-trop-vite,alimentation-chiot-guide-complet,Chiot qui mange trop vite : risques et solutions,Chiot qui mange trop vite : risques et solutions douces,"Votre chiot engloutit sa gamelle en 30 secondes ? Comprenez les risques (RGO, retournement) et 5 solutions simples pour le faire ralentir.","Un chiot qui engloutit sa gamelle, ce n'est pas de la gourmandise anodine. Pourquoi c'est risqué et comment le faire ralentir en douceur, sans le priver.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/chiot-mange-trop-vite.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,4,2
15,cluster-chiot-alimentation,SAT14,chiot-ne-mange-pas,alimentation-chiot-guide-complet,Chiot qui ne mange pas : causes et quand s'inquiéter,Chiot qui ne mange pas : causes et quand consulter,"Votre chiot boude sa gamelle ? Stress, dentition, aliment, maladie : les causes d'une perte d'appétit et les signes qui imposent le vétérinaire.","Un chiot qui ne mange pas inquiète toujours. Les causes possibles, du simple stress d'adaptation au signal d'alerte, et le moment où il faut consulter sans attendre.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/chiot-ne-mange-pas.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,4,2
15,cluster-chiot-alimentation,SAT06,choisir-gamelle-chiot,alimentation-chiot-guide-complet,Bien choisir la gamelle de son chiot,"Choisir la gamelle d'un chiot : matière, taille, anti-glouton","Inox, anti-glouton, hauteur, taille selon la race : le guide pour choisir la bonne gamelle de chiot et éviter les erreurs courantes.","La gamelle n'est pas un détail : matière, taille, hauteur, anti-glouton. Comment choisir celle qui convient vraiment à votre chiot, et grandit avec lui.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/choisir-gamelle-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT07,combien-repas-chiot-par-jour,alimentation-chiot-guide-complet,Combien de repas par jour pour un chiot ?,Combien de repas par jour pour un chiot ? (par âge),"2, 3 ou 4 repas ? Le nombre de repas idéal pour votre chiot selon son âge, de 2 mois à 1 an, et comment passer en douceur à 2 repas.","Le nombre de repas d'un chiot évolue vite avec son âge. Le repère clair, mois par mois, et comment réduire progressivement sans perturber sa digestion.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/combien-repas-chiot-par-jour.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT15,complements-alimentaires-chiot,alimentation-chiot-guide-complet,Compléments alimentaires pour chiot : utiles ou pas ?,Compléments alimentaires pour chiot : lesquels sont utiles,"Un chiot bien nourri a-t-il besoin de compléments ? Le point honnête sur les probiotiques, oméga-3, articulations et le risque de sur-complémentation.","Probiotiques, oméga-3, compléments articulaires… Un chiot bien nourri en a-t-il vraiment besoin ? Le point honnête, sans marketing, et les risques de la sur-complémentation.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/complements-alimentaires-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT11,croquettes-patee-ration-chiot,alimentation-chiot-guide-complet,"Croquettes, pâtée ou ration ménagère pour un chiot ?","Croquettes, pâtée ou ration ménagère : que choisir pour un chiot","Croquettes, pâtée, ration ménagère ou BARF : avantages, limites et coût de chaque mode d'alimentation pour un chiot en croissance.","Croquettes, pâtée, fait-maison, BARF : chaque mode a ses forces et ses pièges. Le comparatif objectif pour choisir en connaissance de cause pour votre chiot.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/croquettes-patee-ration-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT13,friandises-chiot,alimentation-chiot-guide-complet,Friandises pour chiot : lesquelles et en quelle quantité,Friandises pour chiot : bien les choisir et les doser,"Quelles friandises pour un chiot, à quel âge et en quelle quantité sans déséquilibrer sa ration ? Le guide pour récompenser sans risque.","Les friandises sont un formidable outil d'éducation… à condition de bien les choisir et de les doser. Lesquelles pour un chiot, dès quel âge et en quelle quantité.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/friandises-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT04,occuper-chiot-avec-nourriture,alimentation-chiot-guide-complet,Occuper son chiot avec sa nourriture,"Occuper son chiot avec sa nourriture : léchage, fouille, mastication","Transformez la ration de votre chiot en jeu d'occupation : léchage, fouille, mastication. Un chiot stimulé, fatigué mentalement et apaisé.","Et si la gamelle devenait un jeu ? Utiliser la nourriture du chiot pour l'occuper, le fatiguer mentalement et l'apaiser — bien plus efficace qu'une simple gamelle.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/occuper-chiot-avec-nourriture.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,5,2
15,cluster-chiot-alimentation,SAT08,quantite-nourriture-chiot,alimentation-chiot-guide-complet,Quelle quantité de nourriture pour un chiot ?,Quelle quantité de nourriture pour un chiot ? Le calcul,"Comment calculer la ration de votre chiot selon son poids, son âge et sa race, et l'ajuster à sa croissance sans risque de surpoids.","Trop, pas assez ? Doser la ration d'un chiot dépend de son poids, de son âge et de sa race future. La méthode pour calculer juste et ajuster au fil de la croissance.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/quantite-nourriture-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
15,cluster-chiot-alimentation,SAT02,ralentir-repas-chiot,alimentation-chiot-guide-complet,Comment ralentir le repas d'un chiot,Ralentir le repas d'un chiot : 6 méthodes qui marchent,"6 méthodes testées pour ralentir le repas de votre chiot et transformer la gamelle en moment de calme : gamelle labyrinthe, tapis, fouille, jeu.","Ralentir un chiot, ce n'est pas le frustrer : c'est rendre son repas plus long, plus riche et plus apaisant. Six méthodes, de la plus simple à la plus ludique.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/ralentir-repas-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,4,2
15,cluster-chiot-alimentation,SAT05,recettes-tapis-lechage-chiot,alimentation-chiot-guide-complet,Recettes de tapis de léchage pour chiot,Recettes de tapis de léchage pour chiot (faciles & saines),"8 recettes de tapis de léchage adaptées au chiot : ingrédients sûrs, faciles, à congeler. De quoi l'occuper et l'apaiser sainement.","Des recettes simples, sûres et gourmandes pour garnir le tapis de léchage de votre chiot — parfaites pour l'occuper, l'apaiser et rafraîchir ses gencives.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/recettes-tapis-lechage-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,4,2
15,cluster-chiot-alimentation,SAT10,transition-alimentaire-chiot,alimentation-chiot-guide-complet,Réussir la transition alimentaire d'un chiot,Transition alimentaire du chiot : la méthode sur 7 jours,Changer l'alimentation d'un chiot sans troubles digestifs : la méthode progressive sur 7 jours et les signes qui doivent alerter.,"Changer la nourriture d'un chiot trop vite, c'est la diarrhée assurée. La méthode progressive sur 7 jours pour une transition en douceur, sans troubles digestifs.","cluster-chiot-alimentation, chiot, satellite",articles/cluster-15-chiot-alimentation/transition-alimentaire-chiot.html,PROMPTS-IMAGES_C15_chiot-alimentation.md,3,2
